City ID,City Name,Country,Date,Humidity,Latitude,Longitude,Max Temp,Cloudiness,Wind Speed
1856426,Muramatsu,JP,1572044541,93,37.68,139.18,60.8,75,10.29
5850554,Makakilo City,US,1572044543,69,21.35,-158.09,84.99,75,10.29
3403309,Cantanhede,BR,1572044544,79,-3.64,-44.38,78.4,41,6.44
1492566,Severo-Yeniseyskiy,RU,1572044546,92,60.37,93.04,16.7,100,7.65
3465769,Conceicao da Barra,BR,1572044548,84,-18.59,-39.73,78.31,1,12.19
157403,Kilosa,TZ,1572044549,90,-6.84,36.99,71.29,56,1.77
2477537,Tazmalt,DZ,1572044551,82,36.39,4.4,62.6,75,9.17
2630299,Hofn,IS,1572044553,61,64.25,-15.21,38.07,98,29.44
3489854,Kingston,JM,1572044554,88,17.97,-76.79,77.0,75,6.93
3662342,Sao Gabriel da Cachoeira,BR,1572044556,93,-0.13,-67.09,75.47,78,1.25
3355672,Luderitz,NA,1572044558,82,-26.65,15.16,62.6,11,2.24
3665202,Aripuana,BR,1572044559,90,-9.17,-60.63,75.7,100,4.81
3465342,Puerto Suarez,BO,1572044561,41,-18.96,-57.8,96.8,20,2.53
3576994,Cockburn Town,TC,1572044563,79,21.46,-71.14,82.74,52,19.73
3462672,Santa Maria,BR,1572044564,51,-16.02,-48.01,82.4,40,6.93
1268814,Joshimath,IN,1572044566,44,30.57,79.57,37.31,0,4.81
2189343,Kaeo,NZ,1572044568,68,-35.1,173.78,73.0,1,9.1
553350,Kamskiye Polyany,RU,1572044573,93,55.43,51.42,37.4,74,8.95
4035249,Lufilufi,WS,1572044574,74,-13.87,-171.6,87.8,40,12.75
3378644,Georgetown,GY,1572044427,74,6.8,-58.16,84.2,40,6.93
157448,Manyoni,TZ,1572044577,73,-5.75,34.84,68.43,3,0.56
1215502,Banda Aceh,ID,1572044579,91,5.56,95.32,73.06,53,3.27
777682,Skjervoy,NO,1572044581,69,70.03,20.97,34.02,100,19.95
1015776,Bredasdorp,ZA,1572044582,87,-34.53,20.04,57.2,74,5.82
7626370,Bud,NO,1572044584,74,62.91,6.91,44.6,53,9.17
2180815,Tuatapere,NZ,1572044585,55,-46.13,167.69,66.13,52,6.15
2508813,Adrar,DZ,1572044587,23,27.87,-0.29,64.4,1,9.17
5710360,Winnemucca,US,1572044589,10,40.97,-117.74,71.6,1,5.82
2022083,Alekseyevsk,RU,1572044590,96,57.84,108.35,26.13,99,3.15
2132606,Samarai,PG,1572044592,71,-10.62,150.67,81.82,61,7.47
2335713,Matagami,NG,1572044593,82,9.67,8.4,69.06,100,3.87
2017215,Sangar,RU,1572044595,81,63.92,127.47,14.18,92,9.35
1605279,Trat,TH,1572044597,90,12.25,102.51,82.0,17,6.13
2186111,Ngunguru,NZ,1572044599,56,-35.62,174.5,68.0,5,3.0
227592,Nyakahanga,CD,1572044600,94,-1.0,29.54,60.42,67,3.22
2409914,Bonthe,SL,1572044602,87,7.53,-12.5,77.61,86,6.06
2100765,Angoram,PG,1572044603,76,-4.06,144.07,80.71,99,4.5
1495586,Parabel,RU,1572044605,90,58.71,81.5,26.69,100,6.42
1113217,Zabol,IR,1572044607,31,31.03,61.49,63.68,50,10.78
2015913,Suntar,RU,1572044609,89,62.16,117.65,19.53,99,4.74
3382160,Cayenne,GF,1572044610,83,4.94,-52.33,78.8,0,4.81
608324,Shetpe,KZ,1572044612,31,44.14,52.16,53.82,0,11.65
3430545,San Miguel,AR,1572044614,50,-34.54,-58.72,80.6,2,6.93
2098329,Daru,PG,1572044615,78,-9.07,143.21,82.08,98,7.05
145233,Abdanan,IR,1572044617,78,32.99,47.42,57.96,13,4.63
2419533,Galle,GN,1572044619,89,10.08,-12.83,70.92,30,2.26
4703997,La Joya,US,1572044620,34,26.25,-98.48,70.0,1,20.8
1258269,Razole,IN,1572044622,97,16.48,81.84,73.76,30,2.06
2140558,Koumac,NC,1572044623,46,-20.56,164.28,75.0,3,8.37
2278158,Buchanan,LR,1572044625,94,5.88,-10.05,73.4,75,4.25
2160063,Codrington,AU,1572044627,53,-28.95,153.24,78.01,0,6.93
1622318,Waingapu,ID,1572044628,79,-9.65,120.26,79.2,61,8.32
230893,Kitgum,UG,1572044630,83,3.3,32.88,67.82,10,1.45
3430443,Necochea,AR,1572044628,96,-38.55,-58.74,51.01,0,4.0
1858283,Kurihashi,JP,1572044633,88,36.13,139.7,72.0,56,1.12
945945,Upington,ZA,1572044635,28,-28.46,21.24,69.8,57,6.93
1268739,Kabrai,IN,1572044637,85,25.4,80.01,67.62,4,5.68
5421250,Englewood,US,1572044531,25,39.65,-104.99,66.2,5,8.05
2190224,Hastings,NZ,1572044640,72,-39.64,176.84,54.43,90,8.39
2158767,Mareeba,AU,1572044641,69,-16.99,145.42,79.0,75,13.87
1630662,Praya,ID,1572044643,88,-8.71,116.27,77.0,40,4.29
